time,depth,variable,mean_value,depth_category
2025-09-16,9.822750091552734,nppv,5.330450534820557,Surface
2025-09-16,11.773679733276367,nppv,5.046563148498535,Shallow
2025-09-16,13.99103832244873,nppv,4.702931880950928,Shallow
2025-09-16,16.52532196044922,nppv,4.547303199768066,Shallow
2025-09-16,19.42980194091797,nppv,4.380897045135498,Shallow
2025-09-16,22.75761604309082,nppv,4.19184684753418,Shallow
2025-09-16,26.558300018310547,nppv,3.97013521194458,Shallow
2025-09-16,30.874561309814453,nppv,3.7295782566070557,Shallow
2025-09-16,35.740203857421875,nppv,3.4780948162078857,Shallow
2025-09-16,41.180023193359375,nppv,3.2300446033477783,Shallow
2025-09-16,47.21189498901367,nppv,2.9913604259490967,Shallow
2025-09-16,53.85063552856445,nppv,2.7296812534332275,Upper Ocean
2025-09-16,61.11283874511719,nppv,2.4271509647369385,Upper Ocean
2025-09-16,69.02168273925781,nppv,2.080104112625122,Upper Ocean
2025-09-16,77.61116027832031,nppv,1.6680599451065063,Upper Ocean
2025-09-16,86.92942810058594,nppv,1.2639358043670654,Upper Ocean
2025-09-16,97.04131317138672,nppv,0.9364609718322754,Upper Ocean
2025-09-16,108.03028106689453,nppv,0.6805012822151184,Upper Ocean
2025-09-16,120.0,nppv,0.4491827189922333,Upper Ocean
2025-09-16,133.07582092285156,nppv,0.26827675104141235,Upper Ocean
2025-09-16,147.40625,nppv,0.13903993368148804,Upper Ocean
2025-09-16,163.16445922851562,nppv,0.05942301079630852,Upper Ocean
2025-09-16,180.5499267578125,nppv,0.022128324955701828,Upper Ocean
2025-09-16,199.7899627685547,nppv,0.008724842220544815,Upper Ocean
2025-09-16,221.14117431640625,nppv,0.00406755181029439,Intermediate
2025-09-16,244.890625,nppv,0.002229071920737624,Intermediate
2025-09-16,271.35638427734375,nppv,0.0013657639501616359,Intermediate
2025-09-16,300.88751220703125,nppv,0.0008653574623167515,Intermediate
2025-09-16,333.8628234863281,nppv,0.0005070188199169934,Intermediate
2025-09-16,370.6884765625,nppv,0.00014154821110423654,Intermediate
2025-09-16,411.7938537597656,nppv,5.0732862355573616e-09,Intermediate
2025-09-16,457.6256103515625,nppv,1.01338867852796e-10,Intermediate
2025-09-16,508.639892578125,nppv,1.4261317821118169e-11,Intermediate
2025-09-16,565.2922973632812,nppv,4.930012561382702e-13,Intermediate
2025-09-16,628.0260009765625,nppv,1.5083349472850768e-14,Intermediate
2025-09-16,697.2586669921875,nppv,6.812677392087967e-17,Intermediate
2025-09-16,773.3682861328125,nppv,4.57391418026079e-21,Intermediate
2025-09-16,856.678955078125,nppv,0.0,Intermediate
2025-09-16,947.4478759765625,nppv,0.0,Intermediate
2025-09-16,1045.854248046875,nppv,0.0,Deep Ocean
2025-09-16,1151.9912109375,nppv,0.0,Deep Ocean
2025-09-16,1265.8614501953125,nppv,0.0,Deep Ocean
2025-09-16,1387.376953125,nppv,0.0,Deep Ocean
2025-09-16,1516.3636474609375,nppv,0.0,Deep Ocean
2025-09-16,1652.5684814453125,nppv,0.0,Deep Ocean
2025-09-16,1795.6707763671875,nppv,0.0,Deep Ocean
2025-09-16,1945.2955322265625,nppv,0.0,Deep Ocean
2025-09-16,2101.026611328125,nppv,0.0,Deep Ocean
2025-09-16,2262.421630859375,nppv,0.0,Deep Ocean
2025-09-16,2429.025146484375,nppv,0.0,Deep Ocean
2025-09-16,2600.38037109375,nppv,0.0,Deep Ocean
2025-09-16,2776.039306640625,nppv,0.0,Deep Ocean
2025-09-16,2955.5703125,nppv,0.0,Deep Ocean
2025-09-16,3138.56494140625,nppv,0.0,Deep Ocean
2025-09-16,3324.640869140625,nppv,0.0,Deep Ocean
2025-09-16,3513.445556640625,nppv,0.0,Deep Ocean
2025-09-16,3704.65673828125,nppv,0.0,Deep Ocean
2025-09-16,3897.98193359375,nppv,0.0,Deep Ocean
2025-09-16,4093.15869140625,nppv,0.0,Abyssal
2025-09-16,4289.95263671875,nppv,0.0,Abyssal
2025-09-16,4488.15478515625,nppv,0.0,Abyssal
2025-09-16,4687.5810546875,nppv,0.0,Abyssal
2025-09-16,4888.06982421875,nppv,0.0,Abyssal
2025-09-16,5089.478515625,nppv,0.0,Abyssal
2025-09-16,5291.68310546875,nppv,0.0,Abyssal
2025-09-16,5494.5751953125,nppv,0.0,Abyssal
2025-09-16,5698.060546875,nppv,0.0,Abyssal
2025-09-16,0.5057600140571594,o2,270.501708984375,Surface
2025-09-16,1.5558552742004395,o2,270.5222473144531,Surface
2025-09-16,2.6676816940307617,o2,270.53204345703125,Surface
2025-09-16,3.8562798500061035,o2,270.54095458984375,Surface
2025-09-16,5.140361309051514,o2,270.5503234863281,Surface
2025-09-16,6.543033599853516,o2,270.5615539550781,Surface
2025-09-16,8.09251880645752,o2,270.5774841308594,Surface
2025-09-16,9.822750091552734,o2,270.59979248046875,Surface
2025-09-16,11.773679733276367,o2,270.6217041015625,Shallow
2025-09-16,13.99103832244873,o2,270.6715393066406,Shallow
2025-09-16,16.52532196044922,o2,270.760009765625,Shallow
2025-09-16,19.42980194091797,o2,270.96917724609375,Shallow
2025-09-16,22.75761604309082,o2,271.31768798828125,Shallow
2025-09-16,26.558300018310547,o2,271.84100341796875,Shallow
2025-09-16,30.874561309814453,o2,272.3827819824219,Shallow
2025-09-16,35.740203857421875,o2,272.5808410644531,Shallow
2025-09-16,41.180023193359375,o2,272.09063720703125,Shallow
2025-09-16,47.21189498901367,o2,270.7513732910156,Shallow
2025-09-16,53.85063552856445,o2,268.6063232421875,Upper Ocean
2025-09-16,61.11283874511719,o2,265.6650390625,Upper Ocean
2025-09-16,69.02168273925781,o2,262.0265197753906,Upper Ocean
2025-09-16,77.61116027832031,o2,257.8304443359375,Upper Ocean
2025-09-16,86.92942810058594,o2,253.17942810058594,Upper Ocean
2025-09-16,97.04131317138672,o2,248.20599365234375,Upper Ocean
2025-09-16,108.03028106689453,o2,243.0767059326172,Upper Ocean
2025-09-16,120.0,o2,237.7982177734375,Upper Ocean
2025-09-16,133.07582092285156,o2,232.4715576171875,Upper Ocean
2025-09-16,147.40625,o2,227.2999725341797,Upper Ocean
2025-09-16,163.16445922851562,o2,222.4265899658203,Upper Ocean
2025-09-16,180.5499267578125,o2,217.99533081054688,Upper Ocean
2025-09-16,199.7899627685547,o2,213.99261474609375,Upper Ocean
2025-09-16,221.14117431640625,o2,210.35179138183594,Intermediate
2025-09-16,244.890625,o2,206.9491424560547,Intermediate
2025-09-16,271.35638427734375,o2,203.63998413085938,Intermediate
2025-09-16,300.88751220703125,o2,200.43125915527344,Intermediate
2025-09-16,333.8628234863281,o2,197.3909912109375,Intermediate
2025-09-16,370.6884765625,o2,194.52720642089844,Intermediate
2025-09-16,411.7938537597656,o2,191.7806396484375,Intermediate
2025-09-16,457.6256103515625,o2,189.1075439453125,Intermediate
2025-09-16,508.639892578125,o2,186.53948974609375,Intermediate
2025-09-16,565.2922973632812,o2,183.98216247558594,Intermediate
2025-09-16,628.0260009765625,o2,181.4468536376953,Intermediate
2025-09-16,697.2586669921875,o2,178.98899841308594,Intermediate
2025-09-16,773.3682861328125,o2,176.67031860351562,Intermediate
2025-09-16,856.678955078125,o2,174.66714477539062,Intermediate
2025-09-16,947.4478759765625,o2,173.1946258544922,Intermediate
2025-09-16,1045.854248046875,o2,172.4315948486328,Deep Ocean
2025-09-16,1151.9912109375,o2,172.4911346435547,Deep Ocean
2025-09-16,1265.8614501953125,o2,173.42086791992188,Deep Ocean
2025-09-16,1387.376953125,o2,175.1844482421875,Deep Ocean
2025-09-16,1516.3636474609375,o2,177.5714111328125,Deep Ocean
2025-09-16,1652.5684814453125,o2,180.4010467529297,Deep Ocean
