time,longitude,variable,mean_value
2025-09-16,-51.75,spco2,40.822608947753906
2025-09-16,-51.5,spco2,40.83195877075195
2025-09-16,-51.25,spco2,40.934349060058594
2025-09-16,-51.0,spco2,41.08555221557617
2025-09-16,-50.75,spco2,41.19312286376953
2025-09-16,-50.5,spco2,41.217079162597656
2025-09-16,-50.25,spco2,41.477447509765625
2025-09-16,-50.0,spco2,41.390438079833984
2025-09-16,-49.75,spco2,41.2715950012207
2025-09-16,-49.5,spco2,41.20374298095703
2025-09-16,-49.25,spco2,41.21459197998047
2025-09-16,-49.0,spco2,41.223323822021484
2025-09-16,-48.75,spco2,41.18739700317383
2025-09-16,-48.5,spco2,41.08195114135742
2025-09-16,-48.25,spco2,41.10979080200195
2025-09-16,-48.0,spco2,41.11626052856445
2025-09-16,-47.75,spco2,41.154293060302734
2025-09-16,-47.5,spco2,41.21210479736328
2025-09-16,-47.25,spco2,41.273902893066406
2025-09-16,-47.0,spco2,41.29612731933594
2025-09-16,-46.75,spco2,41.351139068603516
2025-09-16,-46.5,spco2,41.34697341918945
2025-09-16,-46.25,spco2,41.3336296081543
2025-09-16,-46.0,spco2,41.30990219116211
2025-09-16,-45.75,spco2,41.32649230957031
2025-09-16,-45.5,spco2,41.33783721923828
2025-09-16,-45.25,spco2,41.3538932800293
2025-09-16,-45.0,spco2,41.39521408081055
2025-09-16,-44.75,spco2,41.4698371887207
2025-09-16,-44.5,spco2,41.454795837402344
2025-09-16,-44.25,spco2,41.45771789550781
2025-09-16,-44.0,spco2,41.438560485839844
2025-09-16,-43.75,spco2,41.43653106689453
2025-09-16,-43.5,spco2,41.44132995605469
2025-09-16,-43.25,spco2,41.44072723388672
2025-09-16,-43.0,spco2,41.42597579956055
2025-09-16,-42.75,spco2,41.43201446533203
2025-09-16,-42.5,spco2,41.44145202636719
2025-09-16,-42.25,spco2,41.40161895751953
2025-09-16,-42.0,spco2,41.43219757080078
2025-09-16,-41.75,spco2,41.44762420654297
2025-09-16,-41.5,spco2,41.46638488769531
2025-09-16,-41.25,spco2,41.493473052978516
2025-09-16,-41.0,spco2,41.517269134521484
2025-09-16,-40.75,spco2,41.47565841674805
2025-09-16,-40.5,spco2,41.46131134033203
2025-09-16,-40.25,spco2,41.471839904785156
2025-09-16,-40.0,spco2,41.49388122558594
2025-09-16,-39.75,spco2,41.50981903076172
2025-09-16,-39.5,spco2,41.48430633544922
2025-09-16,-39.25,spco2,41.47043228149414
2025-09-16,-39.0,spco2,41.43442153930664
2025-09-16,-38.75,spco2,41.40272903442383
2025-09-16,-38.5,spco2,41.39997863769531
2025-09-16,-38.25,spco2,41.40073776245117
2025-09-16,-38.0,spco2,41.379058837890625
2025-09-16,-37.75,spco2,41.3780403137207
2025-09-16,-37.5,spco2,41.357627868652344
2025-09-16,-37.25,spco2,41.37483215332031
2025-09-16,-37.0,spco2,41.362632751464844
2025-09-16,-36.75,spco2,41.35943603515625
2025-09-16,-36.5,spco2,41.348114013671875
2025-09-16,-36.25,spco2,41.354129791259766
2025-09-16,-36.0,spco2,41.346473693847656
2025-09-16,-35.75,spco2,41.34671401977539
2025-09-16,-35.5,spco2,41.363582611083984
2025-09-16,-35.25,spco2,41.38642883300781
